"记录类型","报告月份","用量日期_中国时区","请求时间_UTC","数据时点_UTC","用户名","用户ID","接口","请求模型","上游模型","客户模型别名","输入Token","输出Token","总Token","缓存Token","缓存读取Token","缓存创建Token","图片数","视频数","计量类型","计量数量","计费SKU","价格版本","计费模式","模型倍率","输出倍率","缓存读取倍率","图片倍率","视频倍率","请求日志费用_分","请求日志费用_USD","日账本费用_分","日账本费用_USD","日账本计费请求数","请求日志记录数","耗时毫秒","状态码"
"请求明细","2026-08","2026-08-01","2026-07-31T19:11:28Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","messages","claude-sonnet-4-6","claude-sonnet-4-6","claude-sonnet-4-6","122","1","123","60","60","3","0","0","tokens","123","claude-code-compat-text","1","multiplier","6","1","0.1","1","1","0","0.00","","","","","1834","200"
"请求明细","2026-08","2026-08-01","2026-07-31T19:11:45Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.6-luna","gpt-5.6-luna","gpt-5.6-luna","465","5","470","0","0","0","0","0","tokens","470","legacy-gpt-5.6-luna-text","0","multiplier","1","1","0.1","1","1","0","0.00","","","","","2585","200"
"请求明细","2026-08","2026-08-01","2026-07-31T19:12:04Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.4","gpt-5.4","gpt-5.4","372","5","377","0","0","0","0","0","tokens","377","legacy-gpt-5.4-text","0","explicit_price","1","1","0.1","1","1","0","0.00","","","","","2594","200"
"请求明细","2026-08","2026-08-01","2026-07-31T19:12:05Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","messages","claude-sonnet-5","claude-sonnet-5","claude-sonnet-5","122","1","123","60","60","3","0","0","tokens","123","claude-code-compat-text","1","multiplier","6","1","0.1","1","1","0","0.00","","","","","2233","200"
"请求明细","2026-08","2026-08-01","2026-07-31T19:12:07Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.5","gpt-5.5","gpt-5.5","465","20","485","0","0","0","0","0","tokens","485","legacy-default-text","0","explicit_price","1","1","0.1","1","1","0","0.00","","","","","4744","200"
"请求明细","2026-08","2026-08-01","2026-07-31T19:12:14Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.6","gpt-5.6-sol","gpt-5.6","465","5","470","0","0","0","0","0","tokens","470","legacy-gpt-5.6-sol-text","0","multiplier","1","1","0.1","1","1","0","0.00","","","","","3229","200"
"请求明细","2026-08","2026-08-01","2026-07-31T19:12:28Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","messages","claude-sonnet-4-6","claude-sonnet-4-6","claude-sonnet-4-6","124","2","126","60","60","5","0","0","tokens","126","claude-code-compat-text","1","multiplier","6","1","0.1","1","1","0","0.00","","","","","2041","200"
"请求明细","2026-08","2026-08-01","2026-07-31T19:12:45Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.6-luna","gpt-5.6-luna","gpt-5.6-luna","465","5","470","0","0","0","0","0","tokens","470","legacy-gpt-5.6-luna-text","0","multiplier","1","1","0.1","1","1","0","0.00","","","","","2484","200"
"请求明细","2026-08","2026-08-01","2026-07-31T19:13:05Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","messages","claude-sonnet-5","claude-sonnet-5","claude-sonnet-5","122","1","123","60","60","3","0","0","tokens","123","claude-code-compat-text","1","multiplier","6","1","0.1","1","1","0","0.00","","","","","1962","200"
"请求明细","2026-08","2026-08-01","2026-07-31T19:13:07Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.4","gpt-5.4","gpt-5.4","372","5","377","0","0","0","0","0","tokens","377","legacy-gpt-5.4-text","0","explicit_price","1","1","0.1","1","1","0","0.00","","","","","6108","200"
"请求明细","2026-08","2026-08-01","2026-07-31T19:13:07Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.5","gpt-5.5","gpt-5.5","465","17","482","0","0","0","0","0","tokens","482","legacy-default-text","0","explicit_price","1","1","0.1","1","1","0","0.00","","","","","4425","200"
"请求明细","2026-08","2026-08-01","2026-07-31T19:13:14Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.6","gpt-5.6-sol","gpt-5.6","465","5","470","0","0","0","0","0","tokens","470","legacy-gpt-5.6-sol-text","0","multiplier","1","1","0.1","1","1","0","0.00","","","","","2938","200"
"请求明细","2026-08","2026-08-01","2026-07-31T19:13:28Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","messages","claude-sonnet-4-6","claude-sonnet-4-6","claude-sonnet-4-6","124","2","126","60","60","5","0","0","tokens","126","claude-code-compat-text","1","multiplier","6","1","0.1","1","1","0","0.00","","","","","1706","200"
"请求明细","2026-08","2026-08-01","2026-07-31T19:13:45Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.6-luna","gpt-5.6-luna","gpt-5.6-luna","465","5","470","0","0","0","0","0","tokens","470","legacy-gpt-5.6-luna-text","0","multiplier","1","1","0.1","1","1","0","0.00","","","","","2276","200"
"请求明细","2026-08","2026-08-01","2026-07-31T19:14:05Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","messages","claude-sonnet-5","claude-sonnet-5","claude-sonnet-5","122","1","123","60","60","3","0","0","tokens","123","claude-code-compat-text","1","multiplier","6","1","0.1","1","1","0","0.00","","","","","2027","200"
"请求明细","2026-08","2026-08-01","2026-07-31T19:14:06Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.5","gpt-5.5","gpt-5.5","465","16","481","0","0","0","0","0","tokens","481","legacy-default-text","0","explicit_price","1","1","0.1","1","1","0","0.00","","","","","3936","200"
"请求明细","2026-08","2026-08-01","2026-07-31T19:14:06Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.4","gpt-5.4","gpt-5.4","465","5","470","0","0","0","0","0","tokens","470","legacy-gpt-5.4-text","0","explicit_price","1","1","0.1","1","1","0","0.00","","","","","4860","200"
"请求明细","2026-08","2026-08-01","2026-07-31T19:14:13Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.6","gpt-5.6-sol","gpt-5.6","465","5","470","0","0","0","0","0","tokens","470","legacy-gpt-5.6-sol-text","0","multiplier","1","1","0.1","1","1","0","0.00","","","","","2562","200"
"请求明细","2026-08","2026-08-01","2026-07-31T19:14:28Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","messages","claude-sonnet-4-6","claude-sonnet-4-6","claude-sonnet-4-6","122","1","123","60","60","3","0","0","tokens","123","claude-code-compat-text","1","multiplier","6","1","0.1","1","1","0","0.00","","","","","1748","200"
"请求明细","2026-08","2026-08-01","2026-07-31T19:14:45Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.6-luna","gpt-5.6-luna","gpt-5.6-luna","465","5","470","0","0","0","0","0","tokens","470","legacy-gpt-5.6-luna-text","0","multiplier","1","1","0.1","1","1","0","0.00","","","","","2265","200"
"请求明细","2026-08","2026-08-01","2026-07-31T19:15:04Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.4","gpt-5.4","gpt-5.4","465","5","470","0","0","0","0","0","tokens","470","legacy-gpt-5.4-text","0","explicit_price","1","1","0.1","1","1","0","0.00","","","","","3214","200"
"请求明细","2026-08","2026-08-01","2026-07-31T19:15:05Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","messages","claude-sonnet-5","claude-sonnet-5","claude-sonnet-5","124","2","126","60","60","5","0","0","tokens","126","claude-code-compat-text","1","multiplier","6","1","0.1","1","1","0","0.00","","","","","2147","200"
"请求明细","2026-08","2026-08-01","2026-07-31T19:15:06Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.5","gpt-5.5","gpt-5.5","465","17","482","0","0","0","0","0","tokens","482","legacy-default-text","0","explicit_price","1","1","0.1","1","1","0","0.00","","","","","3538","200"
"请求明细","2026-08","2026-08-01","2026-07-31T19:15:14Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.6","gpt-5.6-sol","gpt-5.6","465","5","470","0","0","0","0","0","tokens","470","legacy-gpt-5.6-sol-text","0","multiplier","1","1","0.1","1","1","0","0.00","","","","","3016","200"
"请求明细","2026-08","2026-08-01","2026-07-31T19:15:29Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","messages","claude-sonnet-4-6","claude-sonnet-4-6","claude-sonnet-4-6","124","2","126","60","60","5","0","0","tokens","126","claude-code-compat-text","1","multiplier","6","1","0.1","1","1","0","0.00","","","","","2161","200"
"请求明细","2026-08","2026-08-01","2026-07-31T19:15:46Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.6-luna","gpt-5.6-luna","gpt-5.6-luna","465","5","470","0","0","0","0","0","tokens","470","legacy-gpt-5.6-luna-text","0","multiplier","1","1","0.1","1","1","0","0.00","","","","","3693","200"
"请求明细","2026-08","2026-08-01","2026-07-31T19:16:05Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","messages","claude-sonnet-5","claude-sonnet-5","claude-sonnet-5","122","1","123","60","60","3","0","0","tokens","123","claude-code-compat-text","1","multiplier","6","1","0.1","1","1","0","0.00","","","","","2372","200"
"请求明细","2026-08","2026-08-01","2026-07-31T19:16:06Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.5","gpt-5.5","gpt-5.5","465","17","482","0","0","0","0","0","tokens","482","legacy-default-text","0","explicit_price","1","1","0.1","1","1","0","0.00","","","","","3423","200"
"请求明细","2026-08","2026-08-01","2026-07-31T19:16:08Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.4","gpt-5.4","gpt-5.4","465","5","470","0","0","0","0","0","tokens","470","legacy-gpt-5.4-text","0","explicit_price","1","1","0.1","1","1","0","0.00","","","","","7102","200"
"请求明细","2026-08","2026-08-01","2026-07-31T19:16:13Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.6","gpt-5.6-sol","gpt-5.6","465","5","470","0","0","0","0","0","tokens","470","legacy-gpt-5.6-sol-text","0","multiplier","1","1","0.1","1","1","0","0.00","","","","","2770","200"
"请求明细","2026-08","2026-08-01","2026-07-31T19:16:28Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","messages","claude-sonnet-4-6","claude-sonnet-4-6","claude-sonnet-4-6","122","1","123","60","60","3","0","0","tokens","123","claude-code-compat-text","1","multiplier","6","1","0.1","1","1","0","0.00","","","","","1766","200"
"请求明细","2026-08","2026-08-01","2026-07-31T19:16:45Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.6-luna","gpt-5.6-luna","gpt-5.6-luna","465","5","470","0","0","0","0","0","tokens","470","legacy-gpt-5.6-luna-text","0","multiplier","1","1","0.1","1","1","0","0.00","","","","","2452","200"
"请求明细","2026-08","2026-08-01","2026-07-31T19:17:04Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.4","gpt-5.4","gpt-5.4","465","5","470","0","0","0","0","0","tokens","470","legacy-gpt-5.4-text","0","explicit_price","1","1","0.1","1","1","0","0.00","","","","","3310","200"
"请求明细","2026-08","2026-08-01","2026-07-31T19:17:05Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","messages","claude-sonnet-5","claude-sonnet-5","claude-sonnet-5","122","1","123","60","60","3","0","0","tokens","123","claude-code-compat-text","1","multiplier","6","1","0.1","1","1","0","0.00","","","","","2460","200"
"请求明细","2026-08","2026-08-01","2026-07-31T19:17:05Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.5","gpt-5.5","gpt-5.5","465","5","470","0","0","0","0","0","tokens","470","legacy-default-text","0","explicit_price","1","1","0.1","1","1","0","0.00","","","","","2493","200"
"请求明细","2026-08","2026-08-01","2026-07-31T19:17:14Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.6","gpt-5.6-sol","gpt-5.6","465","5","470","0","0","0","0","0","tokens","470","legacy-gpt-5.6-sol-text","0","multiplier","1","1","0.1","1","1","0","0.00","","","","","2921","200"
"请求明细","2026-08","2026-08-01","2026-07-31T19:17:29Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","messages","claude-sonnet-4-6","claude-sonnet-4-6","claude-sonnet-4-6","124","2","126","60","60","5","0","0","tokens","126","claude-code-compat-text","1","multiplier","6","1","0.1","1","1","0","0.00","","","","","2420","200"
"请求明细","2026-08","2026-08-01","2026-07-31T19:17:45Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.6-luna","gpt-5.6-luna","gpt-5.6-luna","465","5","470","0","0","0","0","0","tokens","470","legacy-gpt-5.6-luna-text","0","multiplier","1","1","0.1","1","1","0","0.00","","","","","2310","200"
"请求明细","2026-08","2026-08-01","2026-07-31T19:18:05Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.5","gpt-5.5","gpt-5.5","465","5","470","0","0","0","0","0","tokens","470","legacy-default-text","0","explicit_price","1","1","0.1","1","1","0","0.00","","","","","2858","200"
"请求明细","2026-08","2026-08-01","2026-07-31T19:18:05Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.4","gpt-5.4","gpt-5.4","465","5","470","0","0","0","0","0","tokens","470","legacy-gpt-5.4-text","0","explicit_price","1","1","0.1","1","1","0","0.00","","","","","3913","200"
"请求明细","2026-08","2026-08-01","2026-07-31T19:18:05Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","messages","claude-sonnet-5","claude-sonnet-5","claude-sonnet-5","122","1","123","60","60","3","0","0","tokens","123","claude-code-compat-text","1","multiplier","6","1","0.1","1","1","0","0.00","","","","","2364","200"
"请求明细","2026-08","2026-08-01","2026-07-31T19:18:15Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.6","gpt-5.6-sol","gpt-5.6","465","5","470","0","0","0","0","0","tokens","470","legacy-gpt-5.6-sol-text","0","multiplier","1","1","0.1","1","1","0","0.00","","","","","4205","200"
"请求明细","2026-08","2026-08-01","2026-07-31T19:18:28Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","messages","claude-sonnet-4-6","claude-sonnet-4-6","claude-sonnet-4-6","124","2","126","60","60","5","0","0","tokens","126","claude-code-compat-text","1","multiplier","6","1","0.1","1","1","0","0.00","","","","","1894","200"
"请求明细","2026-08","2026-08-01","2026-07-31T19:18:45Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.6-luna","gpt-5.6-luna","gpt-5.6-luna","465","5","470","0","0","0","0","0","tokens","470","legacy-gpt-5.6-luna-text","0","multiplier","1","1","0.1","1","1","0","0.00","","","","","2246","200"
"请求明细","2026-08","2026-08-01","2026-07-31T19:19:05Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.5","gpt-5.5","gpt-5.5","465","17","482","0","0","0","0","0","tokens","482","legacy-default-text","0","explicit_price","1","1","0.1","1","1","0","0.00","","","","","2927","200"
"请求明细","2026-08","2026-08-01","2026-07-31T19:19:05Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","messages","claude-sonnet-5","claude-sonnet-5","claude-sonnet-5","122","1","123","60","60","3","0","0","tokens","123","claude-code-compat-text","1","multiplier","6","1","0.1","1","1","0","0.00","","","","","2036","200"
"请求明细","2026-08","2026-08-01","2026-07-31T19:19:08Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.4","gpt-5.4","gpt-5.4","372","5","377","0","0","0","0","0","tokens","377","legacy-gpt-5.4-text","0","explicit_price","1","1","0.1","1","1","0","0.00","","","","","6876","200"
"请求明细","2026-08","2026-08-01","2026-07-31T19:19:13Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.6","gpt-5.6-sol","gpt-5.6","465","5","470","0","0","0","0","0","tokens","470","legacy-gpt-5.6-sol-text","0","multiplier","1","1","0.1","1","1","0","0.00","","","","","2451","200"
"请求明细","2026-08","2026-08-01","2026-07-31T19:19:29Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","messages","claude-sonnet-4-6","claude-sonnet-4-6","claude-sonnet-4-6","122","1","123","60","60","3","0","0","tokens","123","claude-code-compat-text","1","multiplier","6","1","0.1","1","1","0","0.00","","","","","2276","200"
"请求明细","2026-08","2026-08-01","2026-07-31T19:19:48Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.6-luna","gpt-5.6-luna","gpt-5.6-luna","465","5","470","0","0","0","0","0","tokens","470","legacy-gpt-5.6-luna-text","0","multiplier","1","1","0.1","1","1","0","0.00","","","","","5315","200"
"请求明细","2026-08","2026-08-01","2026-07-31T19:20:04Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.4","gpt-5.4","gpt-5.4","372","5","377","0","0","0","0","0","tokens","377","legacy-gpt-5.4-text","0","explicit_price","1","1","0.1","1","1","0","0.00","","","","","2818","200"
"请求明细","2026-08","2026-08-01","2026-07-31T19:20:05Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","messages","claude-sonnet-5","claude-sonnet-5","claude-sonnet-5","122","1","123","60","60","3","0","0","tokens","123","claude-code-compat-text","1","multiplier","6","1","0.1","1","1","0","0.00","","","","","2022","200"
"请求明细","2026-08","2026-08-01","2026-07-31T19:20:07Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.5","gpt-5.5","gpt-5.5","465","20","485","0","0","0","0","0","tokens","485","legacy-default-text","0","explicit_price","1","1","0.1","1","1","0","0.00","","","","","5090","200"
"请求明细","2026-08","2026-08-01","2026-07-31T19:20:14Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.6","gpt-5.6-sol","gpt-5.6","465","5","470","0","0","0","0","0","tokens","470","legacy-gpt-5.6-sol-text","0","multiplier","1","1","0.1","1","1","0","0.00","","","","","2892","200"
"请求明细","2026-08","2026-08-01","2026-07-31T19:20:28Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","messages","claude-sonnet-4-6","claude-sonnet-4-6","claude-sonnet-4-6","122","1","123","60","60","3","0","0","tokens","123","claude-code-compat-text","1","multiplier","6","1","0.1","1","1","0","0.00","","","","","1907","200"
"请求明细","2026-08","2026-08-01","2026-07-31T19:20:45Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.6-luna","gpt-5.6-luna","gpt-5.6-luna","465","5","470","0","0","0","0","0","tokens","470","legacy-gpt-5.6-luna-text","0","multiplier","1","1","0.1","1","1","0","0.00","","","","","2613","200"
"请求明细","2026-08","2026-08-01","2026-07-31T19:21:03Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.4","gpt-5.4","gpt-5.4","372","5","377","0","0","0","0","0","tokens","377","legacy-gpt-5.4-text","0","explicit_price","1","1","0.1","1","1","0","0.00","","","","","1475","200"
"请求明细","2026-08","2026-08-01","2026-07-31T19:21:05Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","messages","claude-sonnet-5","claude-sonnet-5","claude-sonnet-5","122","1","123","60","60","3","0","0","tokens","123","claude-code-compat-text","1","multiplier","6","1","0.1","1","1","0","0.00","","","","","2208","200"
"请求明细","2026-08","2026-08-01","2026-07-31T19:21:05Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.5","gpt-5.5","gpt-5.5","465","17","482","0","0","0","0","0","tokens","482","legacy-default-text","0","explicit_price","1","1","0.1","1","1","0","0.00","","","","","3106","200"
"请求明细","2026-08","2026-08-01","2026-07-31T19:21:14Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.6","gpt-5.6-sol","gpt-5.6","465","5","470","0","0","0","0","0","tokens","470","legacy-gpt-5.6-sol-text","0","multiplier","1","1","0.1","1","1","0","0.00","","","","","3595","200"
"请求明细","2026-08","2026-08-01","2026-07-31T19:21:28Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","messages","claude-sonnet-4-6","claude-sonnet-4-6","claude-sonnet-4-6","122","1","123","60","60","3","0","0","tokens","123","claude-code-compat-text","1","multiplier","6","1","0.1","1","1","0","0.00","","","","","1738","200"
"请求明细","2026-08","2026-08-01","2026-07-31T19:21:47Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.6-luna","gpt-5.6-luna","gpt-5.6-luna","465","5","470","0","0","0","0","0","tokens","470","legacy-gpt-5.6-luna-text","0","multiplier","1","1","0.1","1","1","0","0.00","","","","","4554","200"
"请求明细","2026-08","2026-08-01","2026-07-31T19:22:05Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","messages","claude-sonnet-5","claude-sonnet-5","claude-sonnet-5","122","1","123","60","60","3","0","0","tokens","123","claude-code-compat-text","1","multiplier","6","1","0.1","1","1","0","0.00","","","","","2147","200"
"请求明细","2026-08","2026-08-01","2026-07-31T19:22:07Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.5","gpt-5.5","gpt-5.5","465","17","482","0","0","0","0","0","tokens","482","legacy-default-text","0","explicit_price","1","1","0.1","1","1","0","0.00","","","","","4502","200"
"请求明细","2026-08","2026-08-01","2026-07-31T19:22:07Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.4","gpt-5.4","gpt-5.4","465","5","470","0","0","0","0","0","tokens","470","legacy-gpt-5.4-text","0","explicit_price","1","1","0.1","1","1","0","0.00","","","","","6150","200"
"请求明细","2026-08","2026-08-01","2026-07-31T19:22:15Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.6","gpt-5.6-sol","gpt-5.6","465","5","470","0","0","0","0","0","tokens","470","legacy-gpt-5.6-sol-text","0","multiplier","1","1","0.1","1","1","0","0.00","","","","","4416","200"
"请求明细","2026-08","2026-08-01","2026-07-31T19:22:29Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","messages","claude-sonnet-4-6","claude-sonnet-4-6","claude-sonnet-4-6","122","1","123","60","60","3","0","0","tokens","123","claude-code-compat-text","1","multiplier","6","1","0.1","1","1","0","0.00","","","","","2344","200"
"请求明细","2026-08","2026-08-01","2026-07-31T19:22:48Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.6-luna","gpt-5.6-luna","gpt-5.6-luna","465","5","470","0","0","0","0","0","tokens","470","legacy-gpt-5.6-luna-text","0","multiplier","1","1","0.1","1","1","0","0.00","","","","","5020","200"
"请求明细","2026-08","2026-08-01","2026-07-31T19:23:04Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.4","gpt-5.4","gpt-5.4","465","5","470","0","0","0","0","0","tokens","470","legacy-gpt-5.4-text","0","explicit_price","1","1","0.1","1","1","0","0.00","","","","","2801","200"
"请求明细","2026-08","2026-08-01","2026-07-31T19:23:05Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","messages","claude-sonnet-5","claude-sonnet-5","claude-sonnet-5","122","1","123","60","60","3","0","0","tokens","123","claude-code-compat-text","1","multiplier","6","1","0.1","1","1","0","0.00","","","","","2260","200"
"请求明细","2026-08","2026-08-01","2026-07-31T19:23:07Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.5","gpt-5.5","gpt-5.5","465","17","482","0","0","0","0","0","tokens","482","legacy-default-text","0","explicit_price","1","1","0.1","1","1","0","0.00","","","","","5162","200"
"请求明细","2026-08","2026-08-01","2026-07-31T19:23:14Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.6","gpt-5.6-sol","gpt-5.6","465","5","470","0","0","0","0","0","tokens","470","legacy-gpt-5.6-sol-text","0","multiplier","1","1","0.1","1","1","0","0.00","","","","","3554","200"
"请求明细","2026-08","2026-08-01","2026-07-31T19:23:30Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","messages","claude-sonnet-4-6","claude-sonnet-4-6","claude-sonnet-4-6","124","2","126","60","60","5","0","0","tokens","126","claude-code-compat-text","1","multiplier","6","1","0.1","1","1","0","0.00","","","","","2275","200"
"请求明细","2026-08","2026-08-01","2026-07-31T19:23:45Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.6-luna","gpt-5.6-luna","gpt-5.6-luna","465","5","470","0","0","0","0","0","tokens","470","legacy-gpt-5.6-luna-text","0","multiplier","1","1","0.1","1","1","0","0.00","","","","","2305","200"
"请求明细","2026-08","2026-08-01","2026-07-31T19:24:04Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.4","gpt-5.4","gpt-5.4","465","5","470","0","0","0","0","0","tokens","470","legacy-gpt-5.4-text","0","explicit_price","1","1","0.1","1","1","0","0.00","","","","","3301","200"
"请求明细","2026-08","2026-08-01","2026-07-31T19:24:05Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","messages","claude-sonnet-5","claude-sonnet-5","claude-sonnet-5","122","1","123","60","60","3","0","0","tokens","123","claude-code-compat-text","1","multiplier","6","1","0.1","1","1","0","0.00","","","","","1891","200"
