"记录类型","报告月份","用量日期_中国时区","请求时间_UTC","数据时点_UTC","用户名","用户ID","接口","请求模型","上游模型","客户模型别名","输入Token","输出Token","总Token","缓存Token","缓存读取Token","缓存创建Token","图片数","视频数","计量类型","计量数量","计费SKU","价格版本","计费模式","模型倍率","输出倍率","缓存读取倍率","图片倍率","视频倍率","请求日志费用_分","请求日志费用_USD","日账本费用_分","日账本费用_USD","日账本计费请求数","请求日志记录数","耗时毫秒","状态码"
"请求明细","2026-08","2026-08-01","2026-07-31T16:12:19Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.4","gpt-5.4","gpt-5.4","465","5","470","0","0","0","0","0","tokens","470","legacy-gpt-5.4-text","0","explicit_price","1","1","0.1","1","1","0","0.00","","","","","18346","200"
"请求明细","2026-08","2026-08-01","2026-07-31T16:12:29Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","messages","claude-sonnet-4-6","claude-sonnet-4-6","claude-sonnet-4-6","122","1","123","60","60","3","0","0","tokens","123","claude-code-compat-text","1","multiplier","6","1","0.1","1","1","0","0.00","","","","","3111","200"
"请求明细","2026-08","2026-08-01","2026-07-31T16:12:44Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.6-luna","gpt-5.6-luna","gpt-5.6-luna","465","5","470","0","0","0","0","0","tokens","470","legacy-gpt-5.6-luna-text","0","multiplier","1","1","0.1","1","1","0","0.00","","","","","1643","200"
"请求明细","2026-08","2026-08-01","2026-07-31T16:13:05Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","messages","claude-sonnet-5","claude-sonnet-5","claude-sonnet-5","122","1","123","60","60","3","0","0","tokens","123","claude-code-compat-text","1","multiplier","6","1","0.1","1","1","0","0.00","","","","","1963","200"
"请求明细","2026-08","2026-08-01","2026-07-31T16:13:09Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.4","gpt-5.4","gpt-5.4","465","5","470","0","0","0","0","0","tokens","470","legacy-gpt-5.4-text","0","explicit_price","1","1","0.1","1","1","0","0.00","","","","","8271","200"
"请求明细","2026-08","2026-08-01","2026-07-31T16:13:12Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.6","gpt-5.6-sol","gpt-5.6","465","5","470","0","0","0","0","0","tokens","470","legacy-gpt-5.6-sol-text","0","multiplier","1","1","0.1","1","1","0","0.00","","","","","1349","200"
"请求明细","2026-08","2026-08-01","2026-07-31T16:13:26Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.5","gpt-5.5","gpt-5.5","465","17","482","0","0","0","0","0","tokens","482","legacy-default-text","0","explicit_price","1","1","0.1","1","1","0","0.00","","","","","24372","200"
"请求明细","2026-08","2026-08-01","2026-07-31T16:13:28Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","messages","claude-sonnet-4-6","claude-sonnet-4-6","claude-sonnet-4-6","122","1","123","60","60","3","0","0","tokens","123","claude-code-compat-text","1","multiplier","6","1","0.1","1","1","0","0.00","","","","","2268","200"
"请求明细","2026-08","2026-08-01","2026-07-31T16:13:53Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.6-luna","gpt-5.6-luna","gpt-5.6-luna","465","5","470","0","0","0","0","0","tokens","470","legacy-gpt-5.6-luna-text","0","multiplier","1","1","0.1","1","1","0","0.00","","","","","10806","200"
"请求明细","2026-08","2026-08-01","2026-07-31T16:14:04Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.5","gpt-5.5","gpt-5.5","465","17","482","0","0","0","0","0","tokens","482","legacy-default-text","0","explicit_price","1","1","0.1","1","1","0","0.00","","","","","1813","200"
"请求明细","2026-08","2026-08-01","2026-07-31T16:14:05Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","messages","claude-sonnet-5","claude-sonnet-5","claude-sonnet-5","122","1","123","60","60","3","0","0","tokens","123","claude-code-compat-text","1","multiplier","6","1","0.1","1","1","0","0.00","","","","","2152","200"
"请求明细","2026-08","2026-08-01","2026-07-31T16:14:09Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.4","gpt-5.4","gpt-5.4","465","5","470","0","0","0","0","0","tokens","470","legacy-gpt-5.4-text","0","explicit_price","1","1","0.1","1","1","0","0.00","","","","","8483","200"
"请求明细","2026-08","2026-08-01","2026-07-31T16:14:21Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.6","gpt-5.6-sol","gpt-5.6","465","5","470","0","0","0","0","0","tokens","470","legacy-gpt-5.6-sol-text","0","multiplier","1","1","0.1","1","1","0","0.00","","","","","10186","200"
"请求明细","2026-08","2026-08-01","2026-07-31T16:14:28Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","messages","claude-sonnet-4-6","claude-sonnet-4-6","claude-sonnet-4-6","122","1","123","60","60","3","0","0","tokens","123","claude-code-compat-text","1","multiplier","6","1","0.1","1","1","0","0.00","","","","","1966","200"
"请求明细","2026-08","2026-08-01","2026-07-31T16:14:48Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.6-luna","gpt-5.6-luna","gpt-5.6-luna","465","5","470","0","0","0","0","0","tokens","470","legacy-gpt-5.6-luna-text","0","multiplier","1","1","0.1","1","1","0","0.00","","","","","5184","200"
"请求明细","2026-08","2026-08-01","2026-07-31T16:15:05Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.5","gpt-5.5","gpt-5.5","465","17","482","0","0","0","0","0","tokens","482","legacy-default-text","0","explicit_price","1","1","0.1","1","1","0","0.00","","","","","2623","200"
"请求明细","2026-08","2026-08-01","2026-07-31T16:15:05Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","messages","claude-sonnet-5","claude-sonnet-5","claude-sonnet-5","124","2","126","60","60","5","0","0","tokens","126","claude-code-compat-text","1","multiplier","6","1","0.1","1","1","0","0.00","","","","","2024","200"
"请求明细","2026-08","2026-08-01","2026-07-31T16:15:08Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.4","gpt-5.4","gpt-5.4","465","5","470","0","0","0","0","0","tokens","470","legacy-gpt-5.4-text","0","explicit_price","1","1","0.1","1","1","0","0.00","","","","","7648","200"
"请求明细","2026-08","2026-08-01","2026-07-31T16:15:16Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.6","gpt-5.6-sol","gpt-5.6","465","5","470","0","0","0","0","0","tokens","470","legacy-gpt-5.6-sol-text","0","multiplier","1","1","0.1","1","1","0","0.00","","","","","5938","200"
"请求明细","2026-08","2026-08-01","2026-07-31T16:15:29Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","messages","claude-sonnet-4-6","claude-sonnet-4-6","claude-sonnet-4-6","122","1","123","60","60","3","0","0","tokens","123","claude-code-compat-text","1","multiplier","6","1","0.1","1","1","0","0.00","","","","","2356","200"
"请求明细","2026-08","2026-08-01","2026-07-31T16:15:44Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.6-luna","gpt-5.6-luna","gpt-5.6-luna","465","5","470","0","0","0","0","0","tokens","470","legacy-gpt-5.6-luna-text","0","multiplier","1","1","0.1","1","1","0","0.00","","","","","1638","200"
"请求明细","2026-08","2026-08-01","2026-07-31T16:16:05Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.5","gpt-5.5","gpt-5.5","465","16","481","0","0","0","0","0","tokens","481","legacy-default-text","0","explicit_price","1","1","0.1","1","1","0","0.00","","","","","3024","200"
"请求明细","2026-08","2026-08-01","2026-07-31T16:16:05Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","messages","claude-sonnet-5","claude-sonnet-5","claude-sonnet-5","122","1","123","60","60","3","0","0","tokens","123","claude-code-compat-text","1","multiplier","6","1","0.1","1","1","0","0.00","","","","","2069","200"
"请求明细","2026-08","2026-08-01","2026-07-31T16:16:09Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.4","gpt-5.4","gpt-5.4","465","5","470","0","0","0","0","0","tokens","470","legacy-gpt-5.4-text","0","explicit_price","1","1","0.1","1","1","0","0.00","","","","","8114","200"
"请求明细","2026-08","2026-08-01","2026-07-31T16:16:13Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.6","gpt-5.6-sol","gpt-5.6","465","5","470","0","0","0","0","0","tokens","470","legacy-gpt-5.6-sol-text","0","multiplier","1","1","0.1","1","1","0","0.00","","","","","2106","200"
"请求明细","2026-08","2026-08-01","2026-07-31T16:16:28Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","messages","claude-sonnet-4-6","claude-sonnet-4-6","claude-sonnet-4-6","122","1","123","60","60","3","0","0","tokens","123","claude-code-compat-text","1","multiplier","6","1","0.1","1","1","0","0.00","","","","","2248","200"
"请求明细","2026-08","2026-08-01","2026-07-31T16:16:44Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.6-luna","gpt-5.6-luna","gpt-5.6-luna","465","5","470","0","0","0","0","0","tokens","470","legacy-gpt-5.6-luna-text","0","multiplier","1","1","0.1","1","1","0","0.00","","","","","1629","200"
"请求明细","2026-08","2026-08-01","2026-07-31T16:17:05Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","messages","claude-sonnet-5","claude-sonnet-5","claude-sonnet-5","124","2","126","60","60","5","0","0","tokens","126","claude-code-compat-text","1","multiplier","6","1","0.1","1","1","0","0.00","","","","","2515","200"
"请求明细","2026-08","2026-08-01","2026-07-31T16:17:07Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.5","gpt-5.5","gpt-5.5","465","20","485","0","0","0","0","0","tokens","485","legacy-default-text","0","explicit_price","1","1","0.1","1","1","0","0.00","","","","","5208","200"
"请求明细","2026-08","2026-08-01","2026-07-31T16:17:13Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.4","gpt-5.4","gpt-5.4","465","5","470","0","0","0","0","0","tokens","470","legacy-gpt-5.4-text","0","explicit_price","1","1","0.1","1","1","0","0.00","","","","","12451","200"
"请求明细","2026-08","2026-08-01","2026-07-31T16:17:14Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.6","gpt-5.6-sol","gpt-5.6","465","5","470","0","0","0","0","0","tokens","470","legacy-gpt-5.6-sol-text","0","multiplier","1","1","0.1","1","1","0","0.00","","","","","4034","200"
"请求明细","2026-08","2026-08-01","2026-07-31T16:17:28Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","messages","claude-sonnet-4-6","claude-sonnet-4-6","claude-sonnet-4-6","122","1","123","60","60","3","0","0","tokens","123","claude-code-compat-text","1","multiplier","6","1","0.1","1","1","0","0.00","","","","","1888","200"
"请求明细","2026-08","2026-08-01","2026-07-31T16:17:44Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.6-luna","gpt-5.6-luna","gpt-5.6-luna","465","5","470","0","0","0","0","0","tokens","470","legacy-gpt-5.6-luna-text","0","multiplier","1","1","0.1","1","1","0","0.00","","","","","1289","200"
"请求明细","2026-08","2026-08-01","2026-07-31T16:18:04Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","messages","claude-sonnet-5","claude-sonnet-5","claude-sonnet-5","122","1","123","60","60","3","0","0","tokens","123","claude-code-compat-text","1","multiplier","6","1","0.1","1","1","0","0.00","","","","","1734","200"
"请求明细","2026-08","2026-08-01","2026-07-31T16:18:09Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.5","gpt-5.5","gpt-5.5","465","20","485","0","0","0","0","0","tokens","485","legacy-default-text","0","explicit_price","1","1","0.1","1","1","0","0.00","","","","","6532","200"
"请求明细","2026-08","2026-08-01","2026-07-31T16:18:29Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","messages","claude-sonnet-4-6","claude-sonnet-4-6","claude-sonnet-4-6","122","1","123","60","60","3","0","0","tokens","123","claude-code-compat-text","1","multiplier","6","1","0.1","1","1","0","0.00","","","","","2350","200"
"请求明细","2026-08","2026-08-01","2026-07-31T16:18:41Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.4","gpt-5.4","gpt-5.4","76","25","101","0","0","0","0","0","tokens","101","legacy-gpt-5.4-text","0","explicit_price","1","1","0.1","1","1","0","0.00","","","","","40495","200"
"请求明细","2026-08","2026-08-01","2026-07-31T16:18:50Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.6","gpt-5.6-sol","gpt-5.6","76","5","81","0","0","0","0","0","tokens","81","legacy-gpt-5.6-sol-text","0","multiplier","1","1","0.1","1","1","0","0.00","","","","","39574","200"
"请求明细","2026-08","2026-08-01","2026-07-31T16:19:05Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","messages","claude-sonnet-5","claude-sonnet-5","claude-sonnet-5","122","1","123","60","60","3","0","0","tokens","123","claude-code-compat-text","1","multiplier","6","1","0.1","1","1","0","0.00","","","","","2409","200"
"请求明细","2026-08","2026-08-01","2026-07-31T16:19:07Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.5","gpt-5.5","gpt-5.5","465","17","482","0","0","0","0","0","tokens","482","legacy-default-text","0","explicit_price","1","1","0.1","1","1","0","0.00","","","","","5147","200"
"请求明细","2026-08","2026-08-01","2026-07-31T16:19:08Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.4","gpt-5.4","gpt-5.4","465","5","470","0","0","0","0","0","tokens","470","legacy-gpt-5.4-text","0","explicit_price","1","1","0.1","1","1","0","0.00","","","","","7281","200"
"请求明细","2026-08","2026-08-01","2026-07-31T16:19:11Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.6-luna","gpt-5.6-luna","gpt-5.6-luna","465","5","470","0","0","0","0","0","tokens","470","legacy-gpt-5.6-luna-text","0","multiplier","1","1","0.1","1","1","0","0.00","","","","","28402","200"
"请求明细","2026-08","2026-08-01","2026-07-31T16:19:18Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.6","gpt-5.6-sol","gpt-5.6","76","5","81","0","0","0","0","0","tokens","81","legacy-gpt-5.6-sol-text","0","multiplier","1","1","0.1","1","1","0","0.00","","","","","7184","200"
"请求明细","2026-08","2026-08-01","2026-07-31T16:19:29Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","messages","claude-sonnet-4-6","claude-sonnet-4-6","claude-sonnet-4-6","122","1","123","60","60","3","0","0","tokens","123","claude-code-compat-text","1","multiplier","6","1","0.1","1","1","0","0.00","","","","","2322","200"
"请求明细","2026-08","2026-08-01","2026-07-31T16:19:45Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.6-luna","gpt-5.6-luna","gpt-5.6-luna","465","5","470","0","0","0","0","0","tokens","470","legacy-gpt-5.6-luna-text","0","multiplier","1","1","0.1","1","1","0","0.00","","","","","2257","200"
"请求明细","2026-08","2026-08-01","2026-07-31T16:20:04Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.5","gpt-5.5","gpt-5.5","465","17","482","0","0","0","0","0","tokens","482","legacy-default-text","0","explicit_price","1","1","0.1","1","1","0","0.00","","","","","2441","200"
"请求明细","2026-08","2026-08-01","2026-07-31T16:20:05Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","messages","claude-sonnet-5","claude-sonnet-5","claude-sonnet-5","122","1","123","60","60","3","0","0","tokens","123","claude-code-compat-text","1","multiplier","6","1","0.1","1","1","0","0.00","","","","","2557","200"
"请求明细","2026-08","2026-08-01","2026-07-31T16:20:28Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","messages","claude-sonnet-4-6","claude-sonnet-4-6","claude-sonnet-4-6","122","1","123","60","60","3","0","0","tokens","123","claude-code-compat-text","1","multiplier","6","1","0.1","1","1","0","0.00","","","","","2133","200"
"请求明细","2026-08","2026-08-01","2026-07-31T16:20:48Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.4","gpt-5.4","gpt-5.4","76","32","108","0","0","0","0","0","tokens","108","legacy-gpt-5.4-text","0","explicit_price","1","1","0.1","1","1","0","0.00","","","","","46984","200"
"请求明细","2026-08","2026-08-01","2026-07-31T16:20:50Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.6-luna","gpt-5.6-luna","gpt-5.6-luna","465","5","470","0","0","0","0","0","tokens","470","legacy-gpt-5.6-luna-text","0","multiplier","1","1","0.1","1","1","0","0.00","","","","","7218","200"
"请求明细","2026-08","2026-08-01","2026-07-31T16:21:04Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.5","gpt-5.5","gpt-5.5","465","5","470","0","0","0","0","0","tokens","470","legacy-default-text","0","explicit_price","1","1","0.1","1","1","0","0.00","","","","","1795","200"
"请求明细","2026-08","2026-08-01","2026-07-31T16:21:05Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","messages","claude-sonnet-5","claude-sonnet-5","claude-sonnet-5","124","2","126","60","60","5","0","0","tokens","126","claude-code-compat-text","1","multiplier","6","1","0.1","1","1","0","0.00","","","","","2151","200"
"请求明细","2026-08","2026-08-01","2026-07-31T16:21:08Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.4","gpt-5.4","gpt-5.4","465","5","470","0","0","0","0","0","tokens","470","legacy-gpt-5.4-text","0","explicit_price","1","1","0.1","1","1","0","0.00","","","","","7054","200"
"请求明细","2026-08","2026-08-01","2026-07-31T16:21:17Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.6","gpt-5.6-sol","gpt-5.6","76","5","81","0","0","0","0","0","tokens","81","legacy-gpt-5.6-sol-text","0","multiplier","1","1","0.1","1","1","0","0.00","","","","","6491","200"
"请求明细","2026-08","2026-08-01","2026-07-31T16:21:29Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.6","gpt-5.6-sol","gpt-5.6","465","5","470","0","0","0","0","0","tokens","470","legacy-gpt-5.6-sol-text","0","multiplier","1","1","0.1","1","1","0","0.00","","","","","18625","200"
"请求明细","2026-08","2026-08-01","2026-07-31T16:21:29Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","messages","claude-sonnet-4-6","claude-sonnet-4-6","claude-sonnet-4-6","124","2","126","60","60","5","0","0","tokens","126","claude-code-compat-text","1","multiplier","6","1","0.1","1","1","0","0.00","","","","","2395","200"
